locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNBKHAJB_00373	CDS	1122	gbcB_1	1.14.13.251		Glycine betaine monooxygenase reductase subunit
CNBKHAJB_00374	CDS	1440	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
CNBKHAJB_00375	CDS	90				hypothetical protein
CNBKHAJB_00376	CDS	501	def2	3.5.1.88	COG0242	Peptide deformylase 2
CNBKHAJB_00377	CDS	651	ubiX	2.5.1.129		Flavin prenyltransferase UbiX
CNBKHAJB_00378	CDS	465				hypothetical protein
CNBKHAJB_00379	CDS	525				hypothetical protein
CNBKHAJB_00380	CDS	2379				hypothetical protein
CNBKHAJB_00381	CDS	441	zur		COG0735	Zinc uptake regulation protein
CNBKHAJB_00382	CDS	1077				hypothetical protein
CNBKHAJB_00383	CDS	1416				hypothetical protein
CNBKHAJB_00384	CDS	432	rpsF		COG0360	Small ribosomal subunit protein bS6
CNBKHAJB_00385	CDS	288	priB			Replication restart protein PriB
CNBKHAJB_00386	CDS	228	rpsR		COG0238	Small ribosomal subunit protein bS18
CNBKHAJB_00387	CDS	453	rplI		COG0359	Large ribosomal subunit protein bL9
CNBKHAJB_00388	CDS	1188				hypothetical protein
CNBKHAJB_00389	CDS	930	yidZ_1			HTH-type transcriptional regulator YidZ
CNBKHAJB_00390	CDS	876	aceR			HTH-type transcriptional regulator AceR
CNBKHAJB_00391	CDS	429	aceI		COG4125	Short-chain diamines transporter
CNBKHAJB_00392	CDS	693	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
CNBKHAJB_00393	CDS	552	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
CNBKHAJB_00394	CDS	822	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
CNBKHAJB_00395	CDS	798				hypothetical protein
CNBKHAJB_00396	CDS	237				hypothetical protein
CNBKHAJB_00397	CDS	138				hypothetical protein
CNBKHAJB_00398	CDS	741				hypothetical protein
CNBKHAJB_00399	CDS	1926	yheS		COG0488	putative ATP-binding protein YheS
CNBKHAJB_00400	CDS	204				hypothetical protein
CNBKHAJB_00401	CDS	264	slyX			Protein SlyX
CNBKHAJB_00402	CDS	984	pkwA	2.7.11.1		putative serine/threonine-protein kinase PkwA
CNBKHAJB_00403	CDS	768	fkpA_1	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
CNBKHAJB_00404	CDS	1260				hypothetical protein
CNBKHAJB_00405	CDS	477				hypothetical protein
CNBKHAJB_00406	CDS	738				hypothetical protein
CNBKHAJB_00407	CDS	429				hypothetical protein
CNBKHAJB_00408	CDS	183				hypothetical protein
CNBKHAJB_00409	CDS	504				hypothetical protein
CNBKHAJB_00410	CDS	297				hypothetical protein
CNBKHAJB_00411	CDS	546				hypothetical protein
CNBKHAJB_00412	CDS	1068	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
CNBKHAJB_00413	CDS	360				hypothetical protein
CNBKHAJB_00414	CDS	858	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CNBKHAJB_00415	CDS	906				hypothetical protein
CNBKHAJB_00416	CDS	1356				hypothetical protein
CNBKHAJB_00417	CDS	330	metJ		COG3060	Met repressor
CNBKHAJB_00418	CDS	1167	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
CNBKHAJB_00419	CDS	2547	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
CNBKHAJB_00420	CDS	1380				hypothetical protein
CNBKHAJB_00421	CDS	1128				hypothetical protein
CNBKHAJB_00422	CDS	1149	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
CNBKHAJB_00423	CDS	1056	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
CNBKHAJB_00424	CDS	783	argB	2.7.2.8	COG0548	Acetylglutamate kinase
CNBKHAJB_00425	CDS	942	argF	2.1.3.3		Ornithine carbamoyltransferase
CNBKHAJB_00426	CDS	1257	argG	6.3.4.5	COG0137	Argininosuccinate synthase
CNBKHAJB_00427	CDS	1938	argH	4.3.2.1		Argininosuccinate lyase
CNBKHAJB_00428	CDS	1320	argA	2.3.1.1		Amino-acid acetyltransferase
CNBKHAJB_00429	CDS	2592	mrcA		COG5009	Penicillin-binding protein 1A
CNBKHAJB_00430	CDS	1080	pilM			Type IV pilus inner membrane component PilM
CNBKHAJB_00431	CDS	567	pilN			Type IV pilus inner membrane component PilN
CNBKHAJB_00432	CDS	597	pilO			Type IV pilus inner membrane component PilO
CNBKHAJB_00433	CDS	555	pilP			Type IV pilus inner membrane component PilP
CNBKHAJB_00434	CDS	2121	sctC_1			Type 3 secretion system secretin
CNBKHAJB_00435	CDS	519	aroK	2.7.1.71	COG0703	Shikimate kinase 1
CNBKHAJB_00436	CDS	1065	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
CNBKHAJB_00437	CDS	1410				hypothetical protein
CNBKHAJB_00438	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
CNBKHAJB_00439	CDS	291				hypothetical protein
CNBKHAJB_00440	CDS	690				hypothetical protein
CNBKHAJB_00441	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
CNBKHAJB_00442	CDS	1008	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
CNBKHAJB_00443	CDS	1071				hypothetical protein
CNBKHAJB_00444	CDS	1272				hypothetical protein
CNBKHAJB_00445	CDS	912		3.5.2.6		Beta-lactamase OXA-48
CNBKHAJB_00446	CDS	2250	btuB_3			Vitamin B12 transporter BtuB
CNBKHAJB_00447	CDS	2109	pqqU		COG4772	Pyrroloquinoline quinone transporter
CNBKHAJB_00448	CDS	1236				hypothetical protein
CNBKHAJB_00449	CDS	531	resA_2			Thiol-disulfide oxidoreductase ResA
CNBKHAJB_00450	CDS	309				hypothetical protein
CNBKHAJB_00451	CDS	321				hypothetical protein
CNBKHAJB_00452	CDS	2046				hypothetical protein
CNBKHAJB_00453	CDS	90				hypothetical protein
CNBKHAJB_00454	CDS	504				hypothetical protein
CNBKHAJB_00455	CDS	1608				hypothetical protein
CNBKHAJB_00456	CDS	744				hypothetical protein
CNBKHAJB_00457	CDS	759				hypothetical protein
CNBKHAJB_00458	CDS	747				hypothetical protein
CNBKHAJB_00459	CDS	546				hypothetical protein
CNBKHAJB_00460	CDS	360	yjbR		COG2315	putative protein YjbR
CNBKHAJB_00461	CDS	1314				hypothetical protein
CNBKHAJB_00462	CDS	384				hypothetical protein
CNBKHAJB_00463	CDS	693	hhaIIM	2.1.1.72		Type II methyltransferase M.HhaII
CNBKHAJB_00464	CDS	1086				hypothetical protein
CNBKHAJB_00465	CDS	1752		2.4.1.352		Glucosylglycerate phosphorylase
CNBKHAJB_00466	CDS	1227	gpgS	2.4.1.266	COG1215	Glucosyl-3-phosphoglycerate synthase
CNBKHAJB_00467	CDS	864	gpgP	3.1.3.70	COG3769	Glucosyl-3-phosphoglycerate/mannosyl-3-phosphoglycerate phosphatase
CNBKHAJB_00468	CDS	882				hypothetical protein
CNBKHAJB_00469	CDS	267				hypothetical protein
CNBKHAJB_00470	CDS	717				hypothetical protein
CNBKHAJB_00471	CDS	102				hypothetical protein
CNBKHAJB_00472	CDS	522				hypothetical protein
CNBKHAJB_00473	CDS	588				hypothetical protein
CNBKHAJB_00474	CDS	216				hypothetical protein
CNBKHAJB_00475	CDS	735				hypothetical protein
CNBKHAJB_00476	CDS	411				hypothetical protein
CNBKHAJB_00477	CDS	459				hypothetical protein
CNBKHAJB_00478	CDS	864				hypothetical protein
CNBKHAJB_00479	CDS	867				hypothetical protein
CNBKHAJB_00480	CDS	261				hypothetical protein
CNBKHAJB_00481	CDS	612	gph_2	3.1.3.18		Phosphoglycolate phosphatase
CNBKHAJB_00482	CDS	771				hypothetical protein
CNBKHAJB_00483	CDS	750				hypothetical protein
CNBKHAJB_00484	CDS	1653	cndG_1	4.1.1.129		1'-carboxy-chondrochloren decarboxylase
CNBKHAJB_00485	CDS	801				hypothetical protein
CNBKHAJB_00486	CDS	2754	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
CNBKHAJB_00487	CDS	237				hypothetical protein
CNBKHAJB_00488	CDS	873	hdfR			HTH-type transcriptional regulator HdfR
CNBKHAJB_00489	CDS	501				hypothetical protein
CNBKHAJB_00490	CDS	531				hypothetical protein
CNBKHAJB_00491	CDS	2019	ade_1	3.5.4.2		Adenine deaminase
CNBKHAJB_00492	CDS	1704				hypothetical protein
CNBKHAJB_00493	CDS	966	cysG_1			Siroheme synthase
CNBKHAJB_00494	CDS	492		4.1.3.17		Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
CNBKHAJB_00495	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
CNBKHAJB_00496	CDS	1893				hypothetical protein
CNBKHAJB_00497	CDS	255				hypothetical protein
CNBKHAJB_00498	CDS	822				hypothetical protein
CNBKHAJB_00499	CDS	606				hypothetical protein
CNBKHAJB_00500	CDS	1770				hypothetical protein
CNBKHAJB_00501	CDS	267				hypothetical protein
CNBKHAJB_00502	CDS	561				hypothetical protein
CNBKHAJB_00503	CDS	1326				hypothetical protein
CNBKHAJB_00504	CDS	1017	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
CNBKHAJB_00505	CDS	288	fis		COG2901	DNA-binding protein Fis
CNBKHAJB_00506	CDS	1602	purH		COG0138	Bifunctional purine biosynthesis protein PurH
CNBKHAJB_00507	CDS	849				hypothetical protein
CNBKHAJB_00508	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
CNBKHAJB_00509	rRNA	1543				16S ribosomal RNA
CNBKHAJB_00510	tRNA	76				tRNA-Ala(tgc)
CNBKHAJB_00511	rRNA	2894				23S ribosomal RNA
CNBKHAJB_00512	rRNA	115				5S ribosomal RNA
CNBKHAJB_00513	rRNA	1545				16S ribosomal RNA
CNBKHAJB_00514	tRNA	76				tRNA-Ala(tgc)
CNBKHAJB_00515	rRNA	2894				23S ribosomal RNA
CNBKHAJB_00516	rRNA	115				5S ribosomal RNA
CNBKHAJB_00517	CDS	2085				hypothetical protein
CNBKHAJB_00518	CDS	1017				hypothetical protein
CNBKHAJB_00519	CDS	822	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
CNBKHAJB_00520	CDS	1272	mdtA_2			Multidrug resistance protein MdtA
CNBKHAJB_00521	CDS	762	yknY_1	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
CNBKHAJB_00522	CDS	1299				hypothetical protein
CNBKHAJB_00523	CDS	1215				hypothetical protein
CNBKHAJB_00524	CDS	1308	atoC_1		COG2204	Regulatory protein AtoC
CNBKHAJB_00525	CDS	1302	kinA	2.7.13.3	COG4191	Sporulation kinase A
CNBKHAJB_00526	CDS	1128	wza		COG1596	Putative polysaccharide export protein Wza
CNBKHAJB_00527	CDS	465	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
CNBKHAJB_00528	CDS	2280	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
CNBKHAJB_00529	CDS	1221	rfbX		COG2244	Putative O-antigen transporter
CNBKHAJB_00530	CDS	1485				hypothetical protein
CNBKHAJB_00531	CDS	1152				hypothetical protein
CNBKHAJB_00532	CDS	1128				hypothetical protein
CNBKHAJB_00533	CDS	1455				hypothetical protein
CNBKHAJB_00534	CDS	1149	pglA	2.4.1.290	COG0438	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
CNBKHAJB_00535	CDS	966	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
CNBKHAJB_00536	CDS	567				hypothetical protein
CNBKHAJB_00537	CDS	1167	ugd_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CNBKHAJB_00538	CDS	1005	lpsL	5.1.3.6	COG0451	UDP-glucuronate 4-epimerase
CNBKHAJB_00539	CDS	888	galU_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
CNBKHAJB_00540	CDS	1941	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
CNBKHAJB_00541	CDS	483				hypothetical protein
CNBKHAJB_00542	CDS	603	lpoB			Penicillin-binding protein activator LpoB
CNBKHAJB_00543	CDS	474				hypothetical protein
CNBKHAJB_00544	CDS	1452				hypothetical protein
CNBKHAJB_00545	CDS	336				hypothetical protein
CNBKHAJB_00546	CDS	447	norC		COG2010	Nitric oxide reductase subunit C
CNBKHAJB_00547	CDS	1392	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
CNBKHAJB_00548	CDS	1512				hypothetical protein
CNBKHAJB_00549	CDS	1152				hypothetical protein
CNBKHAJB_00550	CDS	2244	egtB_1	1.14.99.50		Hercynine oxygenase
CNBKHAJB_00551	CDS	1818	bipA	3.6.5.-		Large ribosomal subunit assembly factor BipA
CNBKHAJB_00552	CDS	183				hypothetical protein
CNBKHAJB_00553	CDS	225				hypothetical protein
CNBKHAJB_00554	CDS	900				hypothetical protein
CNBKHAJB_00555	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
CNBKHAJB_00556	CDS	369	rplN			Large ribosomal subunit protein uL14
CNBKHAJB_00557	CDS	315	rplX		COG0198	Large ribosomal subunit protein uL24
CNBKHAJB_00558	CDS	546	rplE		COG0094	Large ribosomal subunit protein uL5
CNBKHAJB_00559	CDS	306	rpsN		COG0199	Small ribosomal subunit protein uS14
CNBKHAJB_00560	CDS	390	rpsH		COG0096	Small ribosomal subunit protein uS8
CNBKHAJB_00561	CDS	534	rplF		COG0097	Large ribosomal subunit protein uL6
CNBKHAJB_00562	CDS	354	rplR			Large ribosomal subunit protein uL18
CNBKHAJB_00563	CDS	510	rpsE		COG0098	Small ribosomal subunit protein uS5
CNBKHAJB_00564	CDS	180	rpmD		COG1841	Large ribosomal subunit protein uL30
CNBKHAJB_00565	CDS	435	rplO		COG0200	Large ribosomal subunit protein uL15
CNBKHAJB_00566	CDS	1338	secY		COG0201	Protein translocase subunit SecY
CNBKHAJB_00567	CDS	357	rpsM		COG0099	Small ribosomal subunit protein uS13
CNBKHAJB_00568	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
CNBKHAJB_00569	CDS	621	rpsD		COG0522	Small ribosomal subunit protein uS4
CNBKHAJB_00570	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
CNBKHAJB_00571	CDS	405	rplQ		COG0203	Large ribosomal subunit protein bL17
CNBKHAJB_00572	CDS	900	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, chromosomal
CNBKHAJB_00573	CDS	1899				hypothetical protein
CNBKHAJB_00574	CDS	759	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
CNBKHAJB_00575	CDS	405	yhfA_1		COG1765	Protein YhfA
CNBKHAJB_00576	CDS	345				hypothetical protein
CNBKHAJB_00577	CDS	1191	astE	3.5.1.96		Succinylglutamate desuccinylase
CNBKHAJB_00578	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
CNBKHAJB_00579	CDS	1017	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
CNBKHAJB_00580	CDS	1212	aruC	2.6.1.11		Succinylornithine transaminase/acetylornithine aminotransferase
CNBKHAJB_00581	CDS	1146				hypothetical protein
CNBKHAJB_00582	CDS	600	trpG_1	4.1.3.27		Anthranilate synthase component 2
CNBKHAJB_00583	CDS	1203				hypothetical protein
CNBKHAJB_00584	CDS	228				hypothetical protein
CNBKHAJB_00585	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
CNBKHAJB_00586	CDS	1281	amtB_1		COG0004	Ammonium transporter AmtB
CNBKHAJB_00587	CDS	873				hypothetical protein
CNBKHAJB_00588	CDS	366				hypothetical protein
CNBKHAJB_00589	CDS	855				hypothetical protein
CNBKHAJB_00590	CDS	222				hypothetical protein
CNBKHAJB_00591	CDS	2184	feoB		COG0370	Fe(2+) transporter FeoB
CNBKHAJB_00592	CDS	1044	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
CNBKHAJB_00593	CDS	1491	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
CNBKHAJB_00594	CDS	828	resD		COG0745	Transcriptional regulatory protein ResD
CNBKHAJB_00595	CDS	732				hypothetical protein
CNBKHAJB_00596	CDS	720				hypothetical protein
CNBKHAJB_00597	CDS	852				hypothetical protein
CNBKHAJB_00598	CDS	1086	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
CNBKHAJB_00599	CDS	1107	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
CNBKHAJB_00600	CDS	777	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
CNBKHAJB_00601	CDS	1167	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CNBKHAJB_00602	CDS	873	rhaR_1			HTH-type transcriptional activator RhaR
CNBKHAJB_00603	CDS	1578				hypothetical protein
CNBKHAJB_00604	CDS	1563	fcs_1	6.2.1.34		Feruloyl-CoA synthase
CNBKHAJB_00605	CDS	1020				hypothetical protein
CNBKHAJB_00606	CDS	441				hypothetical protein
CNBKHAJB_00607	CDS	414				hypothetical protein
CNBKHAJB_00608	CDS	828	fabG_1	1.1.1.100	COG1028	3-oxoacyl-[acyl-carrier-protein] reductase FabG
CNBKHAJB_00609	CDS	1161	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CNBKHAJB_00610	CDS	2382	btuB_4			Vitamin B12 transporter BtuB
CNBKHAJB_00611	CDS	1167	mcr_1	5.1.99.4	COG1804	Alpha-methylacyl-CoA racemase
CNBKHAJB_00612	CDS	1170	bbsB	2.3.1.310	COG0183	Benzoylsuccinyl-CoA thiolase subunit BbsB
CNBKHAJB_00613	CDS	1605	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
CNBKHAJB_00614	CDS	501				hypothetical protein
CNBKHAJB_00615	CDS	753	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
CNBKHAJB_00616	CDS	2355				hypothetical protein
CNBKHAJB_00617	CDS	1644		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
CNBKHAJB_00618	CDS	603				hypothetical protein
CNBKHAJB_00619	CDS	606				hypothetical protein
CNBKHAJB_00620	CDS	1140				hypothetical protein
CNBKHAJB_00621	CDS	1302	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
CNBKHAJB_00622	CDS	741	ompR_1		COG0745	DNA-binding dual transcriptional regulator OmpR
CNBKHAJB_00623	CDS	426				hypothetical protein
CNBKHAJB_00624	CDS	957				hypothetical protein
CNBKHAJB_00625	CDS	2106				hypothetical protein
CNBKHAJB_00626	CDS	1011				hypothetical protein
CNBKHAJB_00627	CDS	1284				hypothetical protein
CNBKHAJB_00628	CDS	756	menG	2.1.1.329		2-phytyl-1,4-naphtoquinone methyltransferase
CNBKHAJB_00629	CDS	1824	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
CNBKHAJB_00630	CDS	516				hypothetical protein
CNBKHAJB_00631	CDS	618				hypothetical protein
CNBKHAJB_00632	CDS	2196	dapb2	3.4.14.-		Dipeptidyl aminopeptidase BII
CNBKHAJB_00633	CDS	1365				hypothetical protein
CNBKHAJB_00634	CDS	1146	irpA		COG3487	Iron-regulated protein A
CNBKHAJB_00635	CDS	1617				hypothetical protein
CNBKHAJB_00636	CDS	483	argR_1		COG1438	Arginine repressor
CNBKHAJB_00637	CDS	1260				47 kDa outer membrane protein
CNBKHAJB_00638	CDS	441				hypothetical protein
CNBKHAJB_00639	CDS	279				hypothetical protein
CNBKHAJB_00640	CDS	1311				hypothetical protein
CNBKHAJB_00641	CDS	654	ycgM	5.3.2.2	COG0179	Oxaloacetate tautomerase YcgM
CNBKHAJB_00642	CDS	399				hypothetical protein
CNBKHAJB_00643	CDS	840				hypothetical protein
CNBKHAJB_00644	CDS	1281	ampG		COG2223	Anhydromuropeptide permease
CNBKHAJB_00645	CDS	330				hypothetical protein
CNBKHAJB_00646	CDS	588	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
CNBKHAJB_00647	CDS	570				hypothetical protein
CNBKHAJB_00648	CDS	1179	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
CNBKHAJB_00649	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
CNBKHAJB_00650	CDS	1191	fabV	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase [NADH]
CNBKHAJB_00651	CDS	381				hypothetical protein
CNBKHAJB_00652	CDS	603				hypothetical protein
CNBKHAJB_00653	CDS	945	rho_2	3.6.4.-	COG1158	Transcription termination factor Rho
CNBKHAJB_00654	CDS	207	cspE		COG1278	Cold shock-like protein CspE
CNBKHAJB_00655	CDS	1230				hypothetical protein
CNBKHAJB_00656	CDS	660				hypothetical protein
CNBKHAJB_00657	CDS	219				hypothetical protein
CNBKHAJB_00658	CDS	1443	hip1	3.4.21.-		Serine protease Hip1
CNBKHAJB_00659	CDS	756	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
CNBKHAJB_00660	CDS	1191	natB	7.2.2.4	COG1668	ABC transporter permease protein NatB
CNBKHAJB_00661	CDS	627				hypothetical protein
CNBKHAJB_00662	CDS	666				hypothetical protein
CNBKHAJB_00663	CDS	1260	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
CNBKHAJB_00664	CDS	498	nrdR		COG1327	Transcriptional repressor NrdR
CNBKHAJB_00665	CDS	1242	ribD		COG0117	Riboflavin biosynthesis protein RibD
CNBKHAJB_00666	CDS	699	ribE	2.5.1.9		Riboflavin synthase
CNBKHAJB_00667	CDS	1110	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
CNBKHAJB_00668	CDS	1176				hypothetical protein
CNBKHAJB_00669	CDS	750				hypothetical protein
CNBKHAJB_00670	CDS	771				hypothetical protein
CNBKHAJB_00671	CDS	210	cspV_1		COG1278	Cold shock protein CspV
CNBKHAJB_00672	CDS	2871	valS	6.1.1.9	COG0525	Valine--tRNA ligase
CNBKHAJB_00673	CDS	471	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
CNBKHAJB_00674	CDS	1506	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
CNBKHAJB_00675	CDS	1167	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
CNBKHAJB_00676	CDS	135				hypothetical protein
CNBKHAJB_00677	CDS	1068	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
CNBKHAJB_00678	CDS	501				hypothetical protein
CNBKHAJB_00679	CDS	3084	mdtC_1			Multidrug resistance protein MdtC
CNBKHAJB_00680	CDS	1101	mdtE		COG0845	Multidrug resistance protein MdtE
CNBKHAJB_00681	CDS	621				hypothetical protein
CNBKHAJB_00682	tRNA	85				tRNA-Leu(caa)
CNBKHAJB_00683	CDS	279	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
CNBKHAJB_00684	CDS	294				hypothetical protein
CNBKHAJB_00685	CDS	2370				hypothetical protein
CNBKHAJB_00686	CDS	1830				hypothetical protein
CNBKHAJB_00687	CDS	1704				hypothetical protein
CNBKHAJB_00688	CDS	3162				hypothetical protein
CNBKHAJB_00689	CDS	3024	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
CNBKHAJB_00690	CDS	1074				hypothetical protein
CNBKHAJB_00691	CDS	354	iolA	1.2.1.27		Malonate-semialdehyde dehydrogenase
CNBKHAJB_00692	CDS	627				hypothetical protein
CNBKHAJB_00693	CDS	4608	gltB_1	1.4.7.1	COG0067	Ferredoxin-dependent glutamate synthase 1
CNBKHAJB_00694	CDS	1491	gltB_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
CNBKHAJB_00695	CDS	1986				hypothetical protein
CNBKHAJB_00696	CDS	1803				hypothetical protein
CNBKHAJB_00697	CDS	2268				hypothetical protein
CNBKHAJB_00698	CDS	873				hypothetical protein
CNBKHAJB_00699	CDS	927				hypothetical protein
CNBKHAJB_00700	CDS	1035	selD	2.7.9.3	COG0709	Selenide, water dikinase
CNBKHAJB_00701	CDS	1119	selU	2.9.1.3	COG2603	tRNA 2-selenouridine synthase
CNBKHAJB_00702	CDS	912	aaeR_1		COG0583	HTH-type transcriptional activator AaeR
CNBKHAJB_00703	CDS	951				hypothetical protein
CNBKHAJB_00704	CDS	591				hypothetical protein
CNBKHAJB_00705	CDS	1257				hypothetical protein
CNBKHAJB_00706	CDS	732	yknY_2	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
CNBKHAJB_00707	CDS	2424				hypothetical protein
CNBKHAJB_00708	CDS	1386	zraR_1		COG2204	Transcriptional regulatory protein ZraR
CNBKHAJB_00709	CDS	1407	sasA_3	2.7.13.3		Adaptive-response sensory-kinase SasA
CNBKHAJB_00710	CDS	612	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
CNBKHAJB_00711	CDS	2775	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
CNBKHAJB_00712	CDS	723				hypothetical protein
CNBKHAJB_00713	CDS	543	trmH_1	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
CNBKHAJB_00714	CDS	1089				hypothetical protein
CNBKHAJB_00715	CDS	276				IS110 family transposase ISSpi6
CNBKHAJB_00716	CDS	1821				hypothetical protein
CNBKHAJB_00717	CDS	750				hypothetical protein
CNBKHAJB_00718	CDS	561				hypothetical protein
CNBKHAJB_00719	CDS	420				hypothetical protein
CNBKHAJB_00720	CDS	687	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
CNBKHAJB_00721	CDS	282				hypothetical protein
CNBKHAJB_00722	CDS	555				hypothetical protein
CNBKHAJB_00723	CDS	1776				hypothetical protein
CNBKHAJB_00724	CDS	900	crgA_1			HTH-type transcriptional regulator CrgA
CNBKHAJB_00725	CDS	729				hypothetical protein
CNBKHAJB_00726	CDS	360				hypothetical protein
CNBKHAJB_00727	CDS	879				HTH-type transcriptional regulator
CNBKHAJB_00728	CDS	624				hypothetical protein
CNBKHAJB_00729	CDS	444				hypothetical protein
CNBKHAJB_00730	CDS	393	marR		COG1846	Multiple antibiotic resistance protein MarR
CNBKHAJB_00731	CDS	651	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
CNBKHAJB_00732	CDS	3252				hypothetical protein
CNBKHAJB_00733	CDS	1326				hypothetical protein
CNBKHAJB_00734	CDS	858				hypothetical protein
CNBKHAJB_00735	CDS	468				hypothetical protein
CNBKHAJB_00736	CDS	843				hypothetical protein
CNBKHAJB_00737	CDS	942				hypothetical protein
CNBKHAJB_00738	CDS	285				hypothetical protein
